listing_id,city,neighborhood,property_type,bedrooms,bathrooms,max_guests,price_per_night,amenities,host_rating,superhost,instant_book,min_nights,nearest_transit,transit_walk_min,nearby_attraction_1,nearby_attraction_2
L0224,Miami,Wynwood,Entire home,2,1.0,4,190,Heating; Crib; Washer; Workspace; BBQ grill; Free parking; Coffee maker; WiFi; TV,4.17,0,0,5,South Miami Metrorail,24,Key Biscayne Beach,Vizcaya Museum
L0225,Boston,Charlestown,Entire home,2,2.0,5,215,Fire extinguisher; Pet friendly; TV; EV charger; Washer; BBQ grill; Dryer; Hot tub; Pool; Workspace; Dishwasher; Gym access; WiFi,4.06,0,1,1,Kenmore,10,Museum of Fine Arts,Boston Common
L0226,New York,Midtown Manhattan,Entire home,2,1.5,5,209,Crib; Kitchen; BBQ grill; Iron; Hair dryer; Washer; Gym access; Fire extinguisher; Dryer; Hot tub; EV charger; Pet friendly; WiFi,4.69,0,1,2,Columbus Circle,23,Brooklyn Bridge,Broadway Theater District
L0227,San Francisco,North Beach,Entire home,1,2.0,3,231,Washer; BBQ grill; Dishwasher; Heating; TV,4.62,0,1,1,Powell St BART,11,Chinatown,Oracle Park
L0228,New York,Lower East Side,Entire home,3,3.0,7,294,Gym access; Pet friendly; Coffee maker; Kitchen; Hair dryer; Smoke alarm; Washer; Carbon monoxide alarm; Crib; Free parking,4.84,0,1,5,14th St-Union Sq,2,Statue of Liberty Ferry,Museum of Modern Art
L0229,San Francisco,Haight-Ashbury,Entire home,5,1.5,11,305,TV; Workspace; Coffee maker; Iron; Air conditioning; EV charger; Smoke alarm; Gym access,4.18,0,1,1,Powell St BART,11,Golden Gate Park,Palace of Fine Arts
L0230,Miami,South Beach,Entire home,3,1.5,7,248,Washer; Hot tub; TV; Patio; Workspace,4.81,1,0,2,Brickell Metrorail,15,Little Havana Walk,Jungle Island
L0231,San Francisco,North Beach,Entire home,2,2.5,5,290,WiFi; Hot tub; Dryer; EV charger; Kitchen; Washer; Iron; Fire extinguisher; Patio; BBQ grill; Air conditioning; Pet friendly; Workspace; Coffee maker,4.9,1,0,2,Glen Park BART,15,Lombard Street,Golden Gate Bridge
L0232,Boston,Charlestown,Entire home,4,2.5,9,261,Heating; Dishwasher; EV charger; Hair dryer; Washer; WiFi; Gym access; Coffee maker; TV; Dryer,4.96,0,0,2,Copley,11,Boston Common,Freedom Trail
L0233,New York,East Village,Private room,1,1.0,2,119,Gym access; Coffee maker; Iron; Dryer; TV; WiFi; Heating; Pool; Washer; Carbon monoxide alarm; Hair dryer; Air conditioning,3.88,0,1,3,Penn Station,9,Empire State Building,Brooklyn Bridge
L0234,New York,Harlem,Entire home,1,2.0,2,203,Kitchen; Air conditioning; TV; WiFi; Heating; Gym access; Free parking; Dishwasher; Dryer,4.9,1,0,1,14th St-Union Sq,2,Brooklyn Bridge,Statue of Liberty Ferry
L0235,Chicago,Lincoln Park,Shared room,1,1.0,1,107,WiFi; Heating; Free parking; Coffee maker; Workspace; Hair dryer; Dryer; Fire extinguisher; Crib; Air conditioning; Carbon monoxide alarm; Dishwasher; BBQ grill,4.39,0,1,3,Addison L,8,Willis Tower Skydeck,Chicago Riverwalk
L0236,Chicago,Lincoln Park,Entire home,2,1.0,5,218,BBQ grill; Fire extinguisher; Pool; Dishwasher; Carbon monoxide alarm; TV; Gym access; Free parking; Air conditioning,4.63,0,0,1,Merchandise Mart L,23,Museum of Science and Industry,Navy Pier
L0237,Miami,Coral Gables,Entire home,2,1.0,4,240,Smoke alarm; Heating; Pool; Carbon monoxide alarm; Workspace; Hot tub; EV charger; Pet friendly; Hair dryer; BBQ grill; Iron; TV; Free parking; Fire extinguisher,3.11,0,0,5,Wynwood Trolley Stop,9,Jungle Island,Wynwood Walls
L0238,Miami,South Beach,Private room,1,1.0,2,105,Gym access; Heating; Air conditioning; Coffee maker; Workspace; Fire extinguisher; Free parking; TV; Pet friendly; Pool; Hot tub; Washer; Carbon monoxide alarm; Dryer,4.59,0,0,1,Wynwood Trolley Stop,13,South Beach,Jungle Island
L0239,Chicago,Lakeview,Entire home,1,1.5,3,177,BBQ grill; Dishwasher; Pet friendly; Crib; EV charger; Workspace; Gym access; Dryer; Kitchen; Free parking; Washer; Pool,4.11,0,1,2,Grand L (Red),25,Field Museum,Museum of Science and Industry
L0240,Chicago,Lincoln Park,Entire home,2,1.0,5,255,Hair dryer; Kitchen; BBQ grill; Pool; Patio; Gym access; TV; Air conditioning; Coffee maker; Carbon monoxide alarm; Washer,4.91,1,1,2,Chicago L (Red),10,Millennium Park,Field Museum
L0241,San Francisco,Nob Hill,Shared room,1,1.0,2,114,Iron; Workspace; Coffee maker; Pet friendly; Dryer; TV; Hair dryer; Carbon monoxide alarm,4.91,0,0,3,Embarcadero BART,12,Fisherman's Wharf,Ferry Building
L0242,Chicago,Wicker Park,Shared room,1,1.0,2,96,Coffee maker; Workspace; Carbon monoxide alarm; Free parking; Hair dryer; Air conditioning; TV; Pet friendly; Dishwasher; Patio; Iron; Hot tub; Dryer; Heating,4.8,0,1,1,Addison L,11,Field Museum,Lincoln Park Zoo
L0243,Miami,Coconut Grove,Entire home,2,2.0,5,264,Hair dryer; Fire extinguisher; Washer; Pool; BBQ grill; TV; Carbon monoxide alarm; Dishwasher,4.83,1,1,1,Douglas Road Metrorail,21,Wynwood Walls,Little Havana Walk
L0244,Boston,Back Bay,Private room,1,1.0,2,106,Carbon monoxide alarm; Patio; Kitchen; Free parking; Dryer; Hot tub; Washer; WiFi; EV charger; Smoke alarm; Fire extinguisher,4.19,0,1,5,Downtown Crossing,15,Boston Common,Fenway Park
L0245,Miami,Design District,Entire home,3,1.0,6,224,Coffee maker; BBQ grill; EV charger; Pet friendly; Hot tub; Workspace,4.58,0,1,1,Brickell Metrorail,8,Wynwood Walls,Perez Art Museum
L0246,New York,Williamsburg,Private room,1,1.0,2,112,Kitchen; Workspace; Dishwasher; Hair dryer; Heating; Iron; BBQ grill; Carbon monoxide alarm; Crib; EV charger; Gym access; Washer; Air conditioning; Dryer,4.95,1,1,1,Canal St,16,High Line,Central Park
L0247,Miami,Coconut Grove,Entire home,5,1.5,10,368,Smoke alarm; Hot tub; TV; Air conditioning; Pool,3.57,0,0,5,Civic Center Metrorail,8,Vizcaya Museum,Key Biscayne Beach
L0248,Miami,Downtown Miami,Entire home,2,2.5,5,294,Dryer; Crib; Hot tub; Coffee maker; Air conditioning; Hair dryer,4.93,0,1,1,South Miami Metrorail,14,Key Biscayne Beach,Art Deco Historic District
L0249,Boston,Fenway-Kenmore,Entire home,2,1.0,4,291,Gym access; BBQ grill; Carbon monoxide alarm; Iron; Fire extinguisher; Workspace; Washer,4.84,0,1,1,Downtown Crossing,7,Newbury Street,Harvard Yard
L0250,New York,Lower East Side,Entire home,3,1.0,6,331,Hot tub; Crib; Dryer; Kitchen; Smoke alarm; Carbon monoxide alarm; Pet friendly; Washer,4.99,1,1,3,Grand Central,24,Brooklyn Bridge,Times Square
L0251,Boston,Fenway-Kenmore,Entire home,3,1.5,7,227,Pet friendly; BBQ grill; Free parking; Carbon monoxide alarm; Dryer; Patio; Washer; WiFi; TV,4.27,0,1,7,Downtown Crossing,8,Museum of Fine Arts,Faneuil Hall
L0252,Miami,Little Havana,Entire home,2,1.5,5,156,Kitchen; Pet friendly; Iron; Pool; Workspace; Hair dryer; Crib; WiFi; Hot tub; Gym access; TV; Free parking; Washer,4.53,0,1,1,South Miami Metrorail,15,Vizcaya Museum,Everglades Day Trip
L0253,San Francisco,Richmond District,Entire home,1,1.0,2,143,Pet friendly; Hair dryer; Carbon monoxide alarm; TV; Hot tub; Gym access; Coffee maker; Iron; BBQ grill,4.37,0,0,1,Civic Center BART,9,Palace of Fine Arts,Alcatraz Island Ferry
L0254,New York,SoHo,Entire home,1,1.5,2,235,Kitchen; Fire extinguisher; Hair dryer; Dishwasher; Workspace; Crib; Gym access; Heating; Washer; Pet friendly; Dryer; EV charger,4.61,0,0,2,Penn Station,21,Brooklyn Bridge,Empire State Building
L0255,Chicago,Loop,Entire home,4,1.0,9,331,Smoke alarm; Hair dryer; EV charger; Heating; Iron; Washer,3.57,0,1,2,Clark/Lake L,4,Chicago Riverwalk,Lincoln Park Zoo
L0256,Chicago,Loop,Private room,1,1.0,2,102,Pet friendly; Air conditioning; Dishwasher; Gym access; Smoke alarm,4.35,0,1,1,Chicago L (Red),11,Navy Pier,Wrigley Field
L0257,Boston,Beacon Hill,Entire home,2,1.5,5,236,Hair dryer; Coffee maker; Free parking; Workspace; Fire extinguisher; Smoke alarm,4.84,1,1,7,Copley,9,Newbury Street,New England Aquarium
L0258,Boston,South End,Entire home,2,2.0,4,205,Air conditioning; Workspace; TV; Washer; Patio; BBQ grill; Pool; Coffee maker; Carbon monoxide alarm; Gym access; EV charger,4.93,1,1,2,Park Street,13,Fenway Park,Newbury Street
L0259,Chicago,Lincoln Park,Entire home,3,1.5,6,325,Iron; EV charger; Fire extinguisher; BBQ grill; Gym access; Hot tub; Pet friendly; Dryer; Free parking,4.04,0,1,3,Fullerton L,4,Field Museum,Wrigley Field
L0260,Miami,Coral Gables,Entire home,5,2.0,11,339,Hair dryer; Crib; BBQ grill; Smoke alarm; TV; Air conditioning; Washer; Dishwasher; WiFi; Heating; Kitchen; Workspace; Pet friendly; Fire extinguisher,4.66,0,1,1,Government Center Metrorail,8,Vizcaya Museum,Little Havana Walk
L0261,Miami,South Beach,Entire home,1,1.0,3,155,Pool; Free parking; TV; EV charger; Smoke alarm; Kitchen; Iron; WiFi; Heating; Dishwasher; Carbon monoxide alarm; Hair dryer; Crib; Gym access,4.9,0,1,1,Dadeland South Metrorail,17,Everglades Day Trip,Key Biscayne Beach
L0262,New York,Lower East Side,Entire home,2,1.5,4,256,Workspace; Heating; Pet friendly; Gym access; Hair dryer; Fire extinguisher; Carbon monoxide alarm; WiFi; Dryer; Washer; Patio,4.98,0,1,1,Penn Station,12,Rockefeller Center,Empire State Building
L0263,San Francisco,Nob Hill,Entire home,3,2.0,7,334,Free parking; TV; Air conditioning; Workspace; Washer; Dryer; Pet friendly; EV charger; Patio; Kitchen; Smoke alarm; Dishwasher; Pool; Gym access,4.83,1,0,2,Embarcadero BART,8,Golden Gate Bridge,Fisherman's Wharf
L0264,New York,Park Slope,Private room,1,1.0,1,74,Hair dryer; Kitchen; Dishwasher; Hot tub; Washer; Coffee maker; Heating; Crib; Fire extinguisher; Smoke alarm,4.82,1,1,3,Canal St,24,Times Square,Brooklyn Bridge
L0265,Boston,North End,Private room,1,2.0,2,126,Washer; Patio; Hair dryer; Iron; Pet friendly; Heating,4.32,0,1,3,South Station,11,New England Aquarium,Fenway Park
L0266,Miami,Design District,Entire home,3,1.0,7,270,Carbon monoxide alarm; Pet friendly; Crib; Fire extinguisher; Coffee maker; Hair dryer; WiFi,4.03,0,0,2,Dadeland South Metrorail,6,South Beach,Everglades Day Trip
L0267,New York,Williamsburg,Shared room,1,1.0,1,161,TV; Carbon monoxide alarm; Smoke alarm; Dishwasher; Pet friendly; Iron; Hair dryer; WiFi; Hot tub; Fire extinguisher; Workspace; Gym access; Air conditioning,4.87,0,1,5,Columbus Circle,12,Empire State Building,Chelsea Market
L0268,New York,Midtown Manhattan,Shared room,1,1.0,2,83,Coffee maker; Dishwasher; TV; Free parking; Air conditioning; Pet friendly; Crib,4.85,0,0,3,Atlantic Ave-Barclays,13,Brooklyn Bridge,Central Park
L0269,San Francisco,SOMA,Entire home,2,1.0,4,244,Pool; EV charger; Crib; Patio; Dishwasher; Pet friendly; Hair dryer; TV; Coffee maker; Iron,4.84,1,1,3,Van Ness Muni,15,Pier 39,Ferry Building
L0270,Miami,Wynwood,Entire home,1,2.5,3,190,Hair dryer; BBQ grill; Coffee maker; Smoke alarm; EV charger; Dishwasher,4.99,1,1,1,Wynwood Trolley Stop,18,Little Havana Walk,Key Biscayne Beach
L0271,Boston,Jamaica Plain,Entire home,2,3.0,4,239,Dishwasher; Hair dryer; Heating; Gym access; Carbon monoxide alarm; BBQ grill; EV charger,4.7,0,1,3,Back Bay Station,14,Fenway Park,Newbury Street
L0272,Miami,South Beach,Entire home,4,1.0,9,262,Hair dryer; Air conditioning; Kitchen; Carbon monoxide alarm; Workspace; EV charger; TV; Fire extinguisher; Iron; Smoke alarm; Free parking; Pool; Pet friendly,4.83,1,1,2,Adrienne Arsht Metromover,6,Vizcaya Museum,Everglades Day Trip
L0273,Miami,Design District,Shared room,1,1.0,1,139,Dryer; Crib; WiFi; EV charger; TV; Dishwasher,4.65,0,1,2,Brickell Metrorail,15,Wynwood Walls,Little Havana Walk
L0274,New York,East Village,Entire home,4,1.0,8,281,Pool; Crib; EV charger; Fire extinguisher; Air conditioning; Dishwasher; Iron; Smoke alarm,4.67,0,0,7,Lexington Ave/59th St,3,Central Park,Museum of Modern Art
L0275,Chicago,Loop,Entire home,1,1.0,2,217,Gym access; Iron; Dryer; WiFi; Crib,4.99,1,1,3,Clark/Lake L,9,Art Institute of Chicago,Magnificent Mile
L0276,Chicago,River North,Entire home,2,2.0,4,197,Fire extinguisher; Dishwasher; Carbon monoxide alarm; Air conditioning; Workspace; WiFi; BBQ grill; Pool; EV charger; Washer,4.53,0,1,3,Western L (Blue),24,Art Institute of Chicago,Wrigley Field
L0277,Boston,North End,Shared room,1,1.0,1,64,Fire extinguisher; Kitchen; WiFi; Pet friendly; Gym access; TV; Dryer; BBQ grill; Crib; Patio; Pool; Washer; EV charger,4.09,0,0,2,Downtown Crossing,20,New England Aquarium,Harvard Yard
L0278,Miami,Wynwood,Private room,1,2.0,2,123,Gym access; Coffee maker; Iron; BBQ grill; Hot tub; Fire extinguisher; Pet friendly; Pool,4.63,0,0,3,Douglas Road Metrorail,10,Jungle Island,Art Deco Historic District
L0279,Miami,Edgewater,Entire home,3,2.0,6,298,BBQ grill; Fire extinguisher; Heating; Hair dryer; Smoke alarm,4.8,0,1,1,Adrienne Arsht Metromover,10,Vizcaya Museum,South Beach
L0280,Chicago,Lakeview,Entire home,1,3.0,3,161,Crib; Pet friendly; Gym access; Free parking; WiFi; Patio; Smoke alarm; Heating; Hot tub; TV; Workspace; Pool,4.85,1,1,1,Fullerton L,13,Field Museum,Navy Pier
L0281,New York,Lower East Side,Shared room,1,1.0,2,100,Patio; BBQ grill; Pet friendly; Kitchen; Iron; Carbon monoxide alarm; EV charger; Hot tub; Heating; Gym access; Coffee maker,4.56,0,0,2,Canal St,12,Broadway Theater District,Central Park
L0282,San Francisco,Castro,Shared room,1,1.0,1,104,Crib; Carbon monoxide alarm; Air conditioning; Pool; Free parking; Dryer; Iron; TV,4.62,0,1,1,16th St Mission BART,15,Fisherman's Wharf,Golden Gate Bridge
L0283,Miami,Little Havana,Entire home,3,2.5,6,326,Patio; Fire extinguisher; EV charger; Heating; Air conditioning; Kitchen,4.51,0,0,3,Government Center Metrorail,10,Wynwood Walls,Bayside Marketplace
L0284,Chicago,Lincoln Park,Entire home,3,1.5,7,199,BBQ grill; Gym access; WiFi; Fire extinguisher; Smoke alarm; Patio; Carbon monoxide alarm; Heating; Iron; Workspace; EV charger; Crib; Pet friendly; Pool,4.24,0,1,3,Western L (Blue),10,Willis Tower Skydeck,Art Institute of Chicago
L0285,San Francisco,Marina District,Entire home,2,2.0,4,237,EV charger; Carbon monoxide alarm; Coffee maker; Patio; Hair dryer; TV; Dishwasher; Washer; BBQ grill,4.0,0,0,2,Balboa Park BART,9,Lombard Street,Golden Gate Park
L0286,Boston,Cambridge,Entire home,4,2.0,9,267,Crib; Pet friendly; Fire extinguisher; Gym access; Iron; EV charger; Patio; TV; Carbon monoxide alarm; Dryer; Air conditioning; Kitchen,4.85,1,1,5,Copley,21,Fenway Park,Boston Public Garden
L0287,Miami,Little Havana,Entire home,1,3.0,3,161,TV; Fire extinguisher; Free parking; Patio; EV charger; Hair dryer; Kitchen,4.53,0,1,1,Government Center Metrorail,7,Little Havana Walk,Vizcaya Museum
L0288,San Francisco,Castro,Entire home,3,1.0,6,305,TV; Fire extinguisher; Pool; Hair dryer; Patio; Dryer; Coffee maker; Carbon monoxide alarm,4.92,1,0,3,16th St Mission BART,6,Alcatraz Island Ferry,Golden Gate Park
L0289,Chicago,River North,Shared room,1,1.0,2,87,Washer; Coffee maker; EV charger; Workspace; Free parking; Air conditioning; Patio; BBQ grill; Dryer,4.87,0,1,2,Western L (Blue),11,Lincoln Park Zoo,Museum of Science and Industry
L0290,Chicago,Logan Square,Entire home,4,2.0,8,278,Fire extinguisher; Pool; Smoke alarm; Free parking; TV; Carbon monoxide alarm; BBQ grill; Dryer,3.68,0,1,2,Roosevelt L,8,Art Institute of Chicago,Willis Tower Skydeck
L0291,Miami,Coral Gables,Entire home,2,1.5,5,242,Hair dryer; Air conditioning; TV; Coffee maker; Patio; Dishwasher,4.87,1,1,1,Brickell Metrorail,18,Bayside Marketplace,Wynwood Walls
L0292,Chicago,Loop,Entire home,3,3.0,6,309,Hair dryer; Smoke alarm; Crib; EV charger; WiFi; Workspace; Coffee maker; Washer; BBQ grill,4.89,1,0,2,Belmont L,8,Willis Tower Skydeck,Lincoln Park Zoo
L0293,Boston,Allston,Entire home,2,1.5,4,213,Workspace; BBQ grill; Hair dryer; Iron; Pool,4.23,0,1,2,North Station,11,New England Aquarium,Newbury Street
L0294,Chicago,Old Town,Shared room,1,1.0,2,90,Smoke alarm; Air conditioning; Dishwasher; Pet friendly; Free parking; Workspace; Heating; Iron,4.97,1,1,1,Grand L (Red),24,Wrigley Field,Art Institute of Chicago
L0295,Miami,Coconut Grove,Private room,1,1.0,2,134,WiFi; Dryer; Iron; Carbon monoxide alarm; Smoke alarm; Crib; Heating; Washer; Patio; Pool; Hair dryer; Kitchen; Free parking,4.92,1,1,1,Vizcaya Metrorail,6,Bayside Marketplace,Art Deco Historic District
L0296,New York,Williamsburg,Entire home,1,1.5,2,225,Workspace; Fire extinguisher; Crib; EV charger; Kitchen; Air conditioning; TV; BBQ grill; Hair dryer; Pet friendly; Carbon monoxide alarm; Coffee maker; Washer; Free parking,4.89,1,0,2,Lexington Ave/59th St,19,Brooklyn Bridge,Rockefeller Center
L0297,New York,Harlem,Private room,1,1.0,2,179,Workspace; Carbon monoxide alarm; Dishwasher; Heating; Hair dryer; Air conditioning; Patio; Coffee maker,4.93,1,1,3,14th St-Union Sq,11,Brooklyn Bridge,Statue of Liberty Ferry
L0298,Boston,Allston,Entire home,1,1.0,2,209,Workspace; Fire extinguisher; Air conditioning; BBQ grill; Dishwasher; Pool; Crib; Washer; Pet friendly; Carbon monoxide alarm; Coffee maker; Patio,4.83,1,1,1,Kenmore,20,Newbury Street,Freedom Trail
L0299,San Francisco,Haight-Ashbury,Private room,1,2.0,1,105,Patio; Coffee maker; BBQ grill; Crib; Heating,4.58,0,1,1,Glen Park BART,16,Palace of Fine Arts,Golden Gate Bridge
L0300,New York,Chelsea,Entire home,5,1.5,10,400,Pool; Heating; BBQ grill; Dryer; Patio; Kitchen,4.91,1,1,1,Columbus Circle,13,Statue of Liberty Ferry,Museum of Modern Art
L0301,San Francisco,Haight-Ashbury,Entire home,2,1.5,5,240,Patio; Gym access; Hair dryer; Kitchen; Air conditioning; Free parking; Carbon monoxide alarm; TV; Workspace,4.56,0,1,2,16th St Mission BART,16,Ferry Building,Alcatraz Island Ferry
L0302,San Francisco,Sunset District,Entire home,2,2.0,5,286,Coffee maker; EV charger; WiFi; Pool; BBQ grill; Heating; TV; Patio,4.56,0,0,1,Glen Park BART,17,Ferry Building,Fisherman's Wharf
L0303,Chicago,Gold Coast,Entire home,4,1.0,9,324,Patio; TV; WiFi; Pool; Iron; Gym access; Pet friendly; Free parking; Kitchen; Fire extinguisher; EV charger,4.63,0,1,1,Belmont L,19,Willis Tower Skydeck,Chicago Riverwalk
L0304,Boston,Cambridge,Private room,1,1.0,1,83,Pool; Coffee maker; Air conditioning; Carbon monoxide alarm; Fire extinguisher; TV; Dryer; Free parking,4.84,1,1,2,South Station,11,Newbury Street,Faneuil Hall
L0305,Boston,Jamaica Plain,Entire home,2,2.0,5,273,Smoke alarm; Carbon monoxide alarm; Air conditioning; TV; Gym access,4.56,0,1,1,Charles/MGH,7,Boston Common,Harvard Yard
L0306,Miami,Little Havana,Private room,1,1.0,1,57,Pet friendly; Hair dryer; Workspace; Smoke alarm; Carbon monoxide alarm; Patio; Crib; EV charger; BBQ grill; Washer; Iron; TV; Kitchen,4.99,0,1,2,South Miami Metrorail,22,Wynwood Walls,Jungle Island
L0307,Miami,Design District,Entire home,1,1.5,3,207,Patio; Crib; BBQ grill; WiFi; Washer; Hot tub; Fire extinguisher; Gym access; EV charger; Heating,4.88,0,0,2,Adrienne Arsht Metromover,14,Vizcaya Museum,South Beach
L0308,Boston,Allston,Private room,1,1.0,2,131,Dishwasher; BBQ grill; Smoke alarm; EV charger; TV; Carbon monoxide alarm; Air conditioning; Heating; Hair dryer; Patio; Pet friendly; Washer; Workspace,4.82,1,1,3,South Station,23,New England Aquarium,MIT Campus
L0309,Miami,Brickell,Private room,1,1.0,1,132,Fire extinguisher; EV charger; Free parking; Dryer; BBQ grill; Kitchen,4.35,0,1,1,Coconut Grove Metrorail,19,Bayside Marketplace,Art Deco Historic District
L0310,New York,Chelsea,Entire home,2,1.5,4,276,WiFi; Kitchen; Hot tub; Pet friendly; EV charger; Crib,4.65,0,1,3,Grand Central,8,Central Park,Rockefeller Center
L0311,San Francisco,Marina District,Entire home,4,3.0,8,368,Hair dryer; Iron; Heating; WiFi; Fire extinguisher,4.94,1,1,2,Glen Park BART,16,Alcatraz Island Ferry,Golden Gate Bridge
L0312,Boston,Back Bay,Entire home,5,2.5,10,349,Pet friendly; Iron; BBQ grill; Fire extinguisher; Pool,4.9,0,0,3,Haymarket,12,Newbury Street,Freedom Trail
L0313,San Francisco,North Beach,Private room,1,2.0,1,173,Kitchen; Washer; Workspace; Air conditioning; TV; Dishwasher; Fire extinguisher; Dryer; EV charger; Pet friendly; Pool; Iron; Hot tub,4.51,0,1,3,Embarcadero BART,8,Alcatraz Island Ferry,Fisherman's Wharf
L0314,Boston,Fenway-Kenmore,Entire home,2,2.5,4,208,Patio; Workspace; Air conditioning; Iron; Pool; EV charger; BBQ grill; Pet friendly; Smoke alarm; Fire extinguisher; Hair dryer; Carbon monoxide alarm; Crib,4.09,0,1,3,North Station,15,Boston Public Garden,New England Aquarium
L0315,New York,Park Slope,Entire home,1,1.5,3,233,Free parking; Smoke alarm; Carbon monoxide alarm; Iron; Hair dryer; Washer; Coffee maker; Pool; Heating; Pet friendly; WiFi; Hot tub; Dishwasher,4.83,0,0,2,14th St-Union Sq,6,High Line,Empire State Building
L0316,San Francisco,Richmond District,Entire home,1,3.0,3,214,Workspace; TV; Smoke alarm; Kitchen; Iron; Washer; Free parking; Pool,4.12,0,0,2,Powell St BART,23,Alcatraz Island Ferry,Oracle Park
L0317,San Francisco,Nob Hill,Entire home,2,1.5,5,219,Crib; Dishwasher; Smoke alarm; Heating; Washer; Iron; Kitchen; TV,4.84,1,0,2,Balboa Park BART,15,Ferry Building,Alcatraz Island Ferry
L0318,Chicago,Wicker Park,Entire home,3,2.5,7,301,BBQ grill; Dryer; Kitchen; Heating; Hair dryer; Workspace; Crib; Pet friendly; Patio; Hot tub; Iron,4.86,1,1,3,Roosevelt L,14,Navy Pier,Chicago Riverwalk
L0319,New York,SoHo,Entire home,2,2.0,5,261,Patio; BBQ grill; Coffee maker; Pool; WiFi; EV charger; Workspace; Hot tub; Heating; Smoke alarm; TV; Air conditioning,4.98,1,0,2,Columbus Circle,12,Museum of Modern Art,High Line
L0320,Chicago,Pilsen,Entire home,1,2.5,2,201,BBQ grill; Heating; Dryer; Gym access; Pet friendly; WiFi; Dishwasher; Fire extinguisher,4.04,0,0,2,Roosevelt L,6,Navy Pier,Wrigley Field
L0321,San Francisco,Richmond District,Private room,1,1.0,1,186,BBQ grill; Dishwasher; Fire extinguisher; Washer; EV charger; Workspace; Iron; Coffee maker; Hair dryer,4.83,1,1,3,Van Ness Muni,13,Chinatown,Fisherman's Wharf
L0322,Boston,Seaport,Entire home,2,2.0,5,230,Hot tub; Smoke alarm; Patio; Dryer; Crib; Fire extinguisher; Air conditioning; Pet friendly; Carbon monoxide alarm,4.87,0,1,2,Kenmore,13,Freedom Trail,Harvard Yard
L0323,Boston,North End,Entire home,2,3.0,4,219,Carbon monoxide alarm; Air conditioning; Iron; Patio; Crib; Hair dryer; BBQ grill; Hot tub; Washer; Pet friendly; Smoke alarm; Heating; Workspace,4.91,1,1,1,Park Street,5,Faneuil Hall,Museum of Fine Arts
L0324,San Francisco,North Beach,Entire home,2,2.0,4,240,Dryer; Hair dryer; BBQ grill; Dishwasher; Patio; Smoke alarm; Workspace; Washer; Hot tub; WiFi; Iron,4.95,0,1,3,Castro Muni,16,Alcatraz Island Ferry,Chinatown
L0325,Miami,Downtown Miami,Private room,1,1.0,2,104,Coffee maker; Crib; Pool; TV; Air conditioning; Patio; Carbon monoxide alarm; Iron; Gym access; Pet friendly; Kitchen,4.99,1,1,3,Brickell Metrorail,16,Wynwood Walls,Bayside Marketplace
L0326,Boston,Jamaica Plain,Entire home,2,3.0,4,228,Free parking; WiFi; Carbon monoxide alarm; Dishwasher; Hair dryer; Pool; Coffee maker; Kitchen; Fire extinguisher; Air conditioning; Iron; Smoke alarm; Hot tub; Heating,4.83,1,1,5,Kenmore,4,Boston Common,Newbury Street
L0327,New York,Astoria,Entire home,2,1.0,4,255,Patio; Coffee maker; Kitchen; Fire extinguisher; Gym access; Workspace; BBQ grill; Hair dryer; WiFi,3.1,0,1,2,Lexington Ave/59th St,12,High Line,Museum of Modern Art
L0328,New York,Lower East Side,Shared room,1,1.0,1,82,WiFi; Washer; BBQ grill; Hot tub; Pool; Workspace; Smoke alarm; Hair dryer; TV; Dryer; Free parking; Air conditioning,3.59,0,1,1,Jay St-MetroTech,19,Times Square,Broadway Theater District
L0329,San Francisco,Mission District,Private room,1,1.0,2,146,Workspace; BBQ grill; Hot tub; Heating; Carbon monoxide alarm; Pet friendly; Dishwasher; EV charger,4.83,0,1,1,Civic Center BART,10,Pier 39,Ferry Building
L0330,Chicago,Lincoln Park,Entire home,1,2.0,3,172,Pet friendly; WiFi; Carbon monoxide alarm; Workspace; TV; Gym access; Patio; Air conditioning; BBQ grill; Heating; EV charger; Coffee maker; Hair dryer; Hot tub,4.84,0,1,1,Fullerton L,8,Art Institute of Chicago,Museum of Science and Industry
L0331,Chicago,Loop,Private room,1,1.0,1,106,Carbon monoxide alarm; WiFi; Gym access; Free parking; Air conditioning; Kitchen; Smoke alarm,4.6,0,1,2,Addison L,13,Willis Tower Skydeck,Wrigley Field
L0332,San Francisco,Nob Hill,Private room,1,1.0,1,134,Kitchen; BBQ grill; Pet friendly; Iron; Free parking,4.1,0,0,3,Montgomery St BART,12,Ferry Building,Fisherman's Wharf
L0333,Boston,North End,Entire home,3,1.5,7,244,Heating; Washer; Patio; Gym access; Pet friendly; Kitchen,4.51,0,1,7,Haymarket,24,Faneuil Hall,MIT Campus
L0334,Boston,Charlestown,Entire home,1,1.0,3,235,Dishwasher; Hair dryer; Crib; Fire extinguisher; Heating; Carbon monoxide alarm; Air conditioning; Workspace; EV charger,4.86,1,1,3,Charles/MGH,23,Boston Public Garden,Fenway Park
L0335,Miami,Downtown Miami,Entire home,2,2.0,4,220,Smoke alarm; Gym access; Hot tub; Free parking; Dryer; WiFi; Crib; Patio; EV charger; Fire extinguisher; Pet friendly,4.09,0,0,2,Wynwood Trolley Stop,12,Key Biscayne Beach,Little Havana Walk
L0336,San Francisco,Mission District,Entire home,1,2.5,2,173,Patio; Pool; Free parking; Dishwasher; Heating,4.38,0,1,2,Powell St BART,15,Ferry Building,Lombard Street
